eth_time,eth_price,eth_high,eth_low,eth_24hourhigh,eth_24hourlow,eth_nexthourprice,eth_nextdayprice,eth_nextweekprice,btc_time,btc_price,btc_high,btc_low,btc_24hourhigh,btc_24hourlow,btc_nexthourprice,btc_nextdayprice,btc_nextweekprice
2022-05-03T04:00:00.000-07:00,2842.4450682591396,2842.447649142153,2832.3210733673095,2871.600680434054,2786.722207383698,2840.954753767081,2871.591963505569,2401.0892957811175,2022-05-03T04:00:00.000-07:00,38491.161719671465,38411.82889494293,38491.161719671465,38748.878409303616,38263.4288816929,38393.09685370729,38986.55866399566,31763.128501839354
2022-05-03T05:00:00.000-07:00,2840.954753767081,2869.1592967631855,2840.115797773448,2871.600680434054,2786.722207383698,2833.736334661158,2859.610771495404,2432.7944293000596,2022-05-03T05:00:00.000-07:00,38393.09685370729,38353.43044134303,38483.448516103876,38748.878409303616,38263.4288816929,38295.031987743125,38981.257994230305,32319.847547296427
2022-05-03T06:00:00.000-07:00,2833.736334661158,2840.4722248924895,2828.4970938324636,2871.600680434054,2786.722207383698,2823.998848195845,2846.5086544967894,2422.3956863983035,2022-05-03T06:00:00.000-07:00,38295.031987743125,38295.031987743125,38475.735312536286,38747.80964734808,38263.4288816929,38305.01825089623,38856.64091222372,31866.747693171143
2022-05-03T07:00:00.000-07:00,2823.998848195845,2836.5350688196754,2822.8448313643057,2871.600680434054,2786.722207383698,2831.852720049334,2841.144085374004,2358.9611868147886,2022-05-03T07:00:00.000-07:00,38305.01825089623,38305.01825089623,38334.15243922655,38707.43145531967,38263.4288816929,38301.61853287139,38790.37975526912,31288.12377962291
2022-05-03T08:00:00.000-07:00,2831.852720049334,2835.658076381402,2829.00708522748,2871.600680434054,2786.722207383698,2815.3920801281643,2841.9395072685497,2365.2670713766356,2022-05-03T08:00:00.000-07:00,38301.61853287139,38297.5903965873,38301.61853287139,38707.43145531967,38263.4288816929,38210.12118839796,38934.659559500746,31300.45106680279
2022-05-03T09:00:00.000-07:00,2815.3920801281643,2847.07247177445,2810.1121143242885,2871.600680434054,2786.722207383698,2806.46027504119,2850.203934143414,2349.92862041207,2022-05-03T09:00:00.000-07:00,38210.12118839796,38210.12118839796,38283.09791999843,38707.43145531967,38263.4288816929,38154.80284147858,39154.326154314615,31222.939123576107
2022-05-03T10:00:00.000-07:00,2806.46027504119,2821.4370916176545,2803.36234669991,2871.600680434054,2800.5849143577184,2788.0719662853844,2858.9281042731805,2394.394962657671,2022-05-03T10:00:00.000-07:00,38154.80284147858,38154.80284147858,38209.75352647994,38707.43145531967,38209.75352647994,37706.21855524863,39066.0208677525,31713.779702858577
2022-05-03T11:00:00.000-07:00,2788.0719662853844,2810.20770799662,2782.104989929931,2871.600680434054,2782.104989929931,2776.568991423762,2927.8820732183426,2380.238531433379,2022-05-03T11:00:00.000-07:00,37706.21855524863,37706.21855524863,38117.26890873974,38707.43145531967,38117.26890873974,37649.679833741895,39615.59209775684,31689.26243620221
2022-05-03T12:00:00.000-07:00,2776.568991423762,2785.6104152419166,2773.764866645748,2871.600680434054,2773.764866645748,2781.133113203154,2949.6382965244134,2357.3614104060457,2022-05-03T12:00:00.000-07:00,37649.679833741895,37647.64505959165,37695.27480266707,38707.43145531967,37695.27480266707,37724.900235538094,39760.49455808568,31335.25414161047
2022-05-03T13:00:00.000-07:00,2781.133113203154,2781.135807692508,2769.6135340189426,2871.600680434054,2769.6135340189426,2787.254305049272,2949.9570671368165,2342.842816586423,2022-05-03T13:00:00.000-07:00,37724.900235538094,37724.900235538094,37724.900235538094,38707.43145531967,37695.27480266707,37848.86337154899,39803.4993266832,31023.32332813008
